Cycle 64, cell 229 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1658, cell 9121 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1658, cell 9126 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1658, cell 8874 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1658, cell 9120 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1658, cell 8501 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1658, cell 8030 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1659, cell 8246 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1659, cell 8792 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1659, cell 9846 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1659, cell 8747 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1659, cell 9650 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1659, cell 8825 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1660, cell 9926 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1660, cell 8970 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1660, cell 9345 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1660, cell 8944 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1660, cell 8901 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1660, cell 8966 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1661, cell 8774 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1661, cell 9546 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1662, cell 9460 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1662, cell 8513 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1662, cell 9105 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1662, cell 9420 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1662, cell 9585 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1663, cell 9602 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1663, cell 9640 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1663, cell 9002 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1663, cell 8843 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1663, cell 9713 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1663, cell 9486 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1663, cell 9283 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1663, cell 8831 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1663, cell 9860 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1664, cell 9188 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1664, cell 8479 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1664, cell 8909 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1664, cell 8183 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1664, cell 9436 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1664, cell 7846 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1665, cell 8984 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1665, cell 9550 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1665, cell 8833 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1665, cell 9261 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1665, cell 9076 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1665, cell 9841 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1665, cell 9005 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1666, cell 8691 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1666, cell 7611 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1666, cell 9659 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1666, cell 8238 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1666, cell 9788 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1666, cell 8630 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1667, cell 9679 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1667, cell 9410 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1667, cell 9772 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1667, cell 9733 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1667, cell 9543 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1667, cell 9669 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1668, cell 8872 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1668, cell 9095 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1668, cell 9001 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1668, cell 9221 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1668, cell 8468 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1668, cell 9044 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1668, cell 9545 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1668, cell 9547 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1669, cell 9416 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1669, cell 8929 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1669, cell 9827 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1669, cell 9909 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1670, cell 9666 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1670, cell 8942 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1670, cell 8844 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1670, cell 8580 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1671, cell 9603 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1671, cell 9354 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1671, cell 8908 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1671, cell 8830 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1672, cell 9940 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1672, cell 9662 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1672, cell 9049 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1672, cell 9593 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1672, cell 8794 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1672, cell 9241 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1672, cell 9331 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1673, cell 9039 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1673, cell 8065 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1673, cell 9209 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1673, cell 8855 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1673, cell 8702 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1673, cell 8649 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1674, cell 8981 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1674, cell 8785 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1674, cell 10051 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1674, cell 9278 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1674, cell 10085 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1674, cell 9335 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1675, cell 8817 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1675, cell 7642 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1675, cell 8299 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1675, cell 8926 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1675, cell 9360 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1675, cell 9447 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1675, cell 9088 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1676, cell 9949 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1676, cell 9269 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1676, cell 8826 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1676, cell 9080 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1677, cell 9564 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1677, cell 9194 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1678, cell 9302 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1678, cell 9324 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1678, cell 8385 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1678, cell 9322 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1678, cell 9162 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1678, cell 9528 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1678, cell 9446 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1679, cell 8837 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1679, cell 9275 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1679, cell 9523 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1679, cell 9179 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1679, cell 8773 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1679, cell 9642 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1680, cell 9137 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1680, cell 8770 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1680, cell 8330 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1680, cell 9113 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1680, cell 9611 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1680, cell 9560 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1681, cell 9295 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1681, cell 9507 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1681, cell 8964 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1681, cell 9064 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1681, cell 8376 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1681, cell 9577 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1681, cell 8138 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1681, cell 8681 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1682, cell 8935 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1682, cell 9506 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1682, cell 8409 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1682, cell 9776 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1682, cell 8325 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1682, cell 9210 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1682, cell 9342 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1682, cell 9784 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1682, cell 9168 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1682, cell 9884 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1683, cell 8950 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1683, cell 9853 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1683, cell 9794 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1684, cell 9404 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1684, cell 9413 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1684, cell 9018 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1684, cell 9114 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1684, cell 9844 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1684, cell 8851 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1684, cell 9465 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1684, cell 8978 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1685, cell 8993 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1685, cell 8732 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1685, cell 8069 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1685, cell 9763 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1685, cell 9204 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1685, cell 7257 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1686, cell 9726 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1686, cell 8002 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1686, cell 9502 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1686, cell 9282 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1686, cell 9472 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1687, cell 9490 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1687, cell 8700 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1687, cell 9214 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1687, cell 9066 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1687, cell 8931 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1687, cell 9518 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1688, cell 9236 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1688, cell 9303 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1688, cell 9634 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1688, cell 8207 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1688, cell 8988 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1688, cell 9415 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1688, cell 9612 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1689, cell 9141 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1689, cell 10065 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1689, cell 9614 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1690, cell 9395 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1690, cell 9424 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1690, cell 8274 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1690, cell 9487 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1690, cell 10185 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1691, cell 9803 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1691, cell 9207 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1691, cell 8894 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1691, cell 9276 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1691, cell 9539 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1691, cell 9530 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1691, cell 9332 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1691, cell 9857 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1692, cell 9676 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1692, cell 9249 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1692, cell 9253 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1692, cell 9429 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1692, cell 8835 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1692, cell 9589 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1692, cell 9690 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1692, cell 9092 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1692, cell 8946 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1692, cell 8871 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1693, cell 9532 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1693, cell 9068 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1693, cell 9699 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1693, cell 9023 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1693, cell 10008 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1693, cell 8696 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1693, cell 9125 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1693, cell 9097 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1693, cell 8996 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1694, cell 9568 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1694, cell 9872 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1694, cell 9710 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1694, cell 9040 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1694, cell 9668 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1695, cell 9467 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1695, cell 8549 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1695, cell 9115 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1695, cell 9850 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1695, cell 9007 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1695, cell 8093 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1695, cell 9527 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1695, cell 9601 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1696, cell 9489 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1696, cell 9538 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1696, cell 10039 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1696, cell 8367 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1696, cell 8645 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1696, cell 8790 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1697, cell 9439 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1697, cell 9112 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1697, cell 9715 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1697, cell 9826 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1698, cell 8526 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1698, cell 9457 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1698, cell 9955 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1698, cell 9421 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1699, cell 8101 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1699, cell 8912 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1699, cell 9469 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1699, cell 8916 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1699, cell 9119 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1699, cell 8829 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1700, cell 9916 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1700, cell 9003 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1700, cell 10169 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1700, cell 9822 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1700, cell 9553 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1701, cell 9499 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1701, cell 8596 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1701, cell 9540 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1702, cell 9072 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1702, cell 8764 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1702, cell 9155 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1702, cell 9628 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1702, cell 8852 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1703, cell 9805 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1703, cell 9977 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1703, cell 9950 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1703, cell 9551 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1703, cell 9202 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1703, cell 8240 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1703, cell 9756 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1703, cell 9493 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1703, cell 9297 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1704, cell 9475 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1704, cell 10116 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1704, cell 8304 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1704, cell 9264 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1704, cell 9535 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1704, cell 9549 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1704, cell 9379 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1704, cell 8807 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1705, cell 9922 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1705, cell 9445 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1705, cell 9024 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1705, cell 8905 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1706, cell 9987 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1706, cell 10072 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1706, cell 9071 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1706, cell 8919 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1706, cell 8999 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1706, cell 9654 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1706, cell 9161 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1707, cell 9259 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1707, cell 9953 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1707, cell 9730 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
Cycle 1707, cell 9159 died of STRUCTURAL_COLLAPSE. E: 0.00, S: 0.00
